image_path,image_name,raw_text,sugar_g,calories_kcal,fat_g,protein_g,sodium_mg
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\1746767474050_jpg.rf.b7d1da9998525bbe23777e63dc56b63b.jpg,1746767474050_jpg.rf.b7d1da9998525bbe23777e63dc56b63b.jpg,").Minyakotein
Bawang Merah,Penguat Rasa Dinatrium
Dinatrium Inosinat,PemanisAlam
ergee,lihat daftarbahan yang dicetaktebal
alm Glein Oil, Seasoning (contains
sitSoy Sauce Powder (contains Soyhean,
aair EnhancerMonosodiumGlutan
deiOnionPowder,FlavourEnhan
muakylateandDisodiumInosinate
fSwdeteerSteviol Glycosides).
INFORMASINILAI GIZI
7Sajian per Kemasan
TakarSaji 20g
JUMLAHPER SAJIAN
Energi Total
Energidari Lemak
100kkal
LemakTotal
50kkal
LemakJenuh
%AKG*
Protein
Karbohidrat Total
Geram(Hatium)
Indofood
1156888",,100.0,100.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\1746767500057_jpg.rf.f633850d0e81232fe3d3fa1f88154d7a.jpg,1746767500057_jpg.rf.f633850d0e81232fe3d3fa1f88154d7a.jpg,"Gula,Perisa Daging Pedas
KedelaiSusu,Gandm,KacangTanah
Rasa
Wijen),
Penguat
GlutamatGaram，Bubuk Bawang,Bubuk
BawangPutih,PenguatRasa Dinatrium
amelI,AntioksidanTokoferol.
DmengandungTelur,Ikan,Kerang)
yarg dicetak tebai
Oi,
Fried
sSugar,Spicy
Soybean,h
Milk,
Glutamate,
ame),FlavorEnhancer
Salt,
uoo
MyconainsEgg,Fish,Shlfh
Toepharol.
Containsallergenrefertoboldedirgrecens.
INFOKMASINILAIGIZI
3.5Sajlanperumasan
Takaransajl:20
JUMLAHPECSAJIAN
Energ.Total
Enorgi dari lemak
110kkal
60kkal
LemakTotal
Lemak Jenuh
%AKG
Protoin
10%
Karbohidrat Total
14%
Gula
119
2%
Garam(Natrium)
95mg
19
AKGb",119.0,,110.0,,95.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\1746767512104_jpg.rf.4b977d8ae91934f131d285f5ccab85fc.jpg,1746767512104_jpg.rf.4b977d8ae91934f131d285f5ccab85fc.jpg,"INFORMASI NILAI GIZI
2,5Sajianpe:Kemasan
Takaran Salil
280
JUMLAHPERSAJIAN
Energi Total
Energi dari Lemak
160kkal
Energi dari LemakJenuh
40kkal
LomakTotal
Lemak Jenuh
10g
%AKG-
Protein
4.5g
16
22
%
Karhohidrat
29
%
Guta
Serat Pangan
140
Garam (Natrium)
20
5%
4
%
170mg
10
12%
KRE",,160.0,10.0,4.5,20.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\1746767528528_jpg.rf.74b6b3ff6fa8bcb81f8520f9dac87a5c.jpg,1746767528528_jpg.rf.74b6b3ff6fa8bcb81f8520f9dac87a5c.jpg,"Nikmat
(NUTRITIONFACTS)
JUMLAHPERSAJIAN(AMOUNTPERSERVING]
netromto
15
Lemak Total(Total Fat)
%AKG（%
DV*
3%
0%
emakjenuh(Saturated Fat)
ein(Protein)
otalCarbohydrate)
SratTotal
(Dietary fber)
28
ars)
5%
DAESANG",,,3.0,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\1746767546631_jpg.rf.2b3319f643eb6d5fc4376460853844bf.jpg,1746767546631_jpg.rf.2b3319f643eb6d5fc4376460853844bf.jpg,"REUZ
13.900
SRMASINILAIGIZI
AHPERSAJIAN
Protnin
enut
drattotai",,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\1746767572918_jpg.rf.da419f4b136a2ebfc29e5682ab55763f.jpg,1746767572918_jpg.rf.da419f4b136a2ebfc29e5682ab55763f.jpg,"huba
Kata
gma
Tidak ada yang lebih indah daricinta yangmem
kehangatan keluarga
bahan-bahan alami berkuaitan tinggi ontuk
Kata Oma kini hadir membawa resep
ungkapan cintayang memhm
INFORMASINILAIGIZI/
NUTRITIONFACTS
10",,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20160222-222652-56f5cc9f4c7a61c50fa8b774_jpg.rf.a8899298ba0e291a6e2785abd99d98e9.jpg,20160222-222652-56f5cc9f4c7a61c50fa8b774_jpg.rf.a8899298ba0e291a6e2785abd99d98e9.jpg,"Komponisi
Sawit,
goreng
dansulfit,
Kamu pasti sula eksis
Ingredlents:
berekaperimen dengan ha
Potatoes （62%).Palm Olein,Fried
demikian puta dengan cem
Noodles
Seasoning
(contains
Pemah gak terpikir Potato Ch
Flavour Enhancher Monosodium
sama denganmi goreng kesu
Glutamate,Food Coloring Caramell
and Antioxidant Alpha Tocopherol)
Ban...f Chitatomenyajikanras ba.
contains peanuts, prawn,fish,egg.
milk,soybean,gluten and sulfite.
Sensasirasa gurih Indomie MiGorenye
dalampotongan bergelombang Chitt
kenikmatan yang sensasional
Nongkrong dan ngobrol dengan ten
INFORMASINILAIGIZI
semakin rame dengan Chitat
Takaan sa:20g
Life is Never Flat!
Jumlah sajian per ket
san:±3
JUMLAHPER SAJIAN
EnrgTot100kkal
Enorgi dari ler
ak45kkal
%AKG
@myChitato
Lemak Total
5g
259
13%
8%
LemakJenuh
Chitato LiteisNeverFtat
Protein
2g
%6
Karbohidrat Total
129
4%
www.lifeisneverflat.com
Gula
0g
Natrium
80g
3%
hdga
Baikdigunakansebelum/Bestbel
TGR04C00:5439
LAYANANKONSUMEN
Indofood
080011
PVO
eroelly87",0.0,,5.0,2.0,80.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_165144_jpg.rf.4bf648012fc6e4feb837aa5dfcea42a3.jpg,20241103_165144_jpg.rf.4bf648012fc6e4feb837aa5dfcea42a3.jpg,"INFORMASI NILAI GIZI/NUTRITION FACTS
30g
TakaranSaji/ServingSize
13.5 Sajian perKemasan/ServingPerContainer
JUMLAHPERSAJIAN/AMOUNTPERSERVING
Energi Total/Total Energy
150kkal
Energi dari Lemak/EnergyFromFat
60kkal
Energi dari LemakJenuh/
Energy FromSaturated Fat
50kkal
%AKG
7g
Lemak Total/Total Fat
10%
Lemak Jenuh/Saturated Fat
6g
30%
1g
Protein/Protein
2%
Karbohidrat Total/Total Carbohydrate
21g
6%
Gula/Sugar
7g
Garam(natrium)/Salt(sodium)
65mg
4%
*Persen AkG berdasarkan kebutuhan energi 2150 kkal.
*Percent Daily Value are based on 2150kcal calories diet.
caloriesneeds.",7.0,150.0,6.0,2.0,65.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_165304_jpg.rf.9fc6e9aff242aae8ac3e34a4eff3dc65.jpg,20241103_165304_jpg.rf.9fc6e9aff242aae8ac3e34a4eff3dc65.jpg,"INFORMASINILAI GIZI
Takaran Saji 20 g
3 Sajian per Kemasan
JUMLAH PER SAJIAN
110kkal
Energi Total
50kkal
Erergi dari Lemak
%AG*
9%
Lemak Total
6
b
13%
Lemak Jenuh
2.5
g
3%
Protein
2
g
4%
Karbohidrat Total
12
g
Gula
1
g
Garam (Natrium)
75mg",1.0,50.0,2.5,2.0,75.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_170636_jpg.rf.6fb4ad702917464c53a1ec24b96e55c4.jpg,20241103_170636_jpg.rf.6fb4ad702917464c53a1ec24b96e55c4.jpg,"spoon of Excetso
and put in a cup.A
（-90oc) and stir
timeis4to5minutes
adukrata.Waktumenyeduhoptimal adalah
4sampai5menit.
STORAGEINSTRUCT
CARA PENYIMPANAN
Topreserve the coffer
Untuk menjaga rasa kopi dankesegaran
aroma,storeyourEx
aromanya,simpankopiExcelsodalamwadah
canisteroravacuum
kedapudara ataukotakvakum danletakandi
cool,dry place.Keepa
tempatyangkeringdan sejuk.Jauhkan dari
sinarmatahari langsung.
AROMALOCKED
AROMALOCKED
Aromalocked is the
Aromalocked merupakan teknologi terkini
guarantee aroma and
untuk menjamin aroma dan kesegaran
atitsbest.
rasakopi.
INFORMASINILAIGIZI/NUTRITIONFACTS
TakaranSaji/ServingSize:10g
20SajanperKemasan/ServingperPackage
JUMLAHPERSAJIAN/AMOUNTPERSERVING
45kkal/kcal
05
EnergiTotal/Total Energy
%AKG*/%DV*
CO,
LemakTotal /Total Fat
1g
2%
LemakJenuh/SaturatedFat
0g
960
Protein/Protein
1g
2%
s
2%
SeratPangan/DietaryFiber
4g
13%
Gula/Sugar
0g
0mg0%
Kebutuhanenergandamungkinlebihtingeataulebih
KOMPOSISI
rendah.
Kopi Bubuk(100%)
yourcalorieneeds.
Layanan Konsumen
0800-1-726867(SANT0S)
Senin s/d Jumat09.00-17.00WIB
E-mall:santos@kapalapl.co.ld",0.0,800.0,1.0,1.0,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_170830_jpg.rf.8c5c7a4c345705fbe2d61f2e3751143f.jpg,20241103_170830_jpg.rf.8c5c7a4c345705fbe2d61f2e3751143f.jpg,"INDOCAFE
Coffeemix
Dibuat dengan
GINSENG
NUTRITIONFACTS/INFORMASINILAIGIZI
5 Servings perPackage/Sajan perKemasan
Serving size/Takaran saj20g(1 sachet)
AMOUNTPERSERVING/JUMLAHPERSAJIAN
90kkal
nA%
TotalFat/Lemak Total
2.0g
%AKG'
Cholesterol/Kolesterol
Omg
%E
TransFat/Lemak trans
0%
SaturatedFat/Lomak Jenuh
2.0g
0g
10%
Total Carbohydrates/KarbohldratTotal
Protein/Protein
1g
16g
1%
Dietary FiberSoratPangan
5%
Sugars/Gula
11g
2g
7%
Salt(Sodium)/Garam(Natrlum)
PerentDalyValarebasedna2.50calorisdetYuray
20mg
1%
yalemayDhherrlowerepeningnyourcrles
Peraen AkG berdasarkan kebutuhanganergi2isokkal
Kebutunanenergandamungkinlebintinggataulebinrendah
ingredients/Komposisl
Sugarndrycemenstantcoff12
korean gnseng (0.8%）
Many ContainMk/
Gls（2ginngr0%）
MunigkinMengandungSusu
PERINGATAN
Harus dpematikan penggunaannya terhadap wanita hamil
Tidak dianjurkanenggunaannya padapendenita
dan meoyususerta anak-anak
hipertens dan diabetos",11.0,,2.0,1.0,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_170841_jpg.rf.94124c6c68b5413ef9fb8d52ebadec95.jpg,20241103_170841_jpg.rf.94124c6c68b5413ef9fb8d52ebadec95.jpg,"TROPICANA
SLIM
INFORMASINILAI GIZI
Takaran Saji
14g
4Sajian per Kemasin
JUMLAHPERSAJIAN
Energi Total
60kkal
""SAKG""
LemakTotal
3
9
4%
LemakTrans
mg
g
Kalesterol
10%
0%
LemakJenuh
2
g
1
g
Protein
KarbohidratTotal
10
3
96
Gula Total
Gula(Sukrosa)
45mg
0
9
Garam(Natrium)
3%
ARGberk
nutrifood
CUSTOMERRELATION",45.0,60.0,2.0,10.0,3.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_170900_jpg.rf.1323d3314c69d8a2ce0f0b4ff40d3584.jpg,20241103_170900_jpg.rf.1323d3314c69d8a2ce0f0b4ff40d3584.jpg,"NUTRITION FACTS/ INFORMASI NILAI GIZI
Serving size/Tokaran saji3g(1 sachel)
50ServingsperPackage/SajianperKemasan
AMOUNTPERSERVING/JUMLAHPERSAJIAN
Tolal Calories/Energi Total
Calories fromFat/Energi dariLemak
15kkal
CaloriesfromSaturated Fat/Energi dari LemakJenuh
10kkal
10kkal
nAAG%
1.0g
AKG
Cholesleral/Koleslerol
1.8g
Omg
ds.
SaturatedFat/ LemakJenuh
5%
TotalCarbohydrates/KarbohidratTotal
oin/Protein
um
i(Sodium)/Garam(Natrium)
ors/Gula
omg
de.
0%
oar,
sfat,
npal
INS
Symbol of Finb Quality Products",0.0,,15.0,,0.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_171207_jpg.rf.dcf40c5d7093a0569500367cf5caa43a.jpg,20241103_171207_jpg.rf.dcf40c5d7093a0569500367cf5caa43a.jpg,"GRAN
·DARK CHOCOLA
KAMI JUGA MENAMBAHKANBEBERAPA BUAHBERIUNTUKME
INFORMASINILAIGIZI
KOMPOSISI:
TakaranSaji40g
Granola Cokelat Hitam
Krispi Beras,Krispi Mu
1SajianperKemasan
EkstrakBarley Maft,K
JUMLAHPERSAJIAN
Susu Skim Bubuk,Per
Energitotal 180kkal
(Vitamin (E(Tokoferol).
Energidarilemak5okkal
B9 (Asam Folat).Mine
%AKG
(Stroberi, Ceri,Raspbe
Lemaktotal
6g
%6
""Mengandung alergen
Kolesterol
Omg
%0
Lemaktrans
og
DIIMPOROLEH/D
Lemaktidakjenuhtunggal
2.5g
PT.Nirwana Lestari
Lemaktidakjenuhganda
1g
JI.SiliwangiKM.7Bek
Lemakjenuh
39
14%
Tel:+62218204054
Protein
3g
Karbohidrattotal
5%
Seratpangan
29g
%6
DIPRODUKSI OLE
Gula
3g
12%
10g
Kellogg (Thailand） Li
Garam (Natrium)
65mg
4%
WHA EasternSeaboar
VitamindanMineral
60Moo 4.T.Pluakda
VitaminB1
21140.Thailand.
VitaminB2
8%
VitaminB3
25%
VitaminB6
4%
PETUNJUKPENG
VitaminBg
30%
Camilan sendiniatauni
VitaminE
ZatBesi
15%
susukedelal.atauyog
PersenAkGberdasarkan kebutuhanenergi
30%
15%
PUSAT KONTAK
lebih tinggiataulebihrendah.
contactuss",3.0,,6.0,3.0,65.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_171324_jpg.rf.bdd3dd0478f1a760fbdd63da4a0d8e9f.jpg,20241103_171324_jpg.rf.bdd3dd0478f1a760fbdd63da4a0d8e9f.jpg,"SOBEK DISINI
TEARHERE
Gehel
Ga Gehel Ga Nagih
INFORMASI NILAI GIZI / NUTRITION FACTS
Takaran Sajl/ Serving Size oz.
65g
SajianPerKemasan/ Serving Per Container
130g
JumlahPerSajianIAmount PerServing:
Energi Total/ Total Calories
290kkal
Energi Dari Lemak/CaloriesFromFat
80kal
%Dailyvalue*
LemakTotal/TotalFat
8g
13%6
Lemak Jenuh/SaturatedFat
3.5g
189
Kolesterol/ Cholesteral
omg
0%
Protein/Protein
6g
11%
47g
1496
GulaI Sugar
1g
730mg
49%",1.0,290.0,8.0,6.0,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_171405_jpg.rf.503706c3da74db0d8a852795a0f47844.jpg,20241103_171405_jpg.rf.503706c3da74db0d8a852795a0f47844.jpg,"G
subukBawang
Guanilat dan
teviol)
alergen,lih
INGREDIENTS:
orn (66%),Palm 0lein 0il,Seaso
ugar,atyauceowdern
heat),Flavour Enhancer Monosodium
GarlicPowder,Onion Powder,Flavour
Disodium Guanylate and Disodium Inosi
Natural Sweetener Steviol Glycosides)
Contain allergen,refer to highlighled word
INFORMASI NILAI GIZI
Takaran Saji 20g
3Sajian perKemasan
JUMLAHPERSAJIAN
Energi Total
100kkal
Energi dari Lemak
50kkal
%AKG*
LemakTotal
5g
IemakJenuh
4.5g
8%
22%
Protein
1g
2%
Karbohidrat Total
13g
4%
Gula
1g
Garam(Natrium)
95mg
6%
PeeGbe2
an atatus",1.0,100.0,5.0,1.0,95.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_171558_jpg.rf.851142f68521574294ba4804d61ac2ee.jpg,20241103_171558_jpg.rf.851142f68521574294ba4804d61ac2ee.jpg,"Powder(0.68980%
danttocopherol)
wama
INFORMASI NILA!GIZI
NUTRITIONFACTS
Takaran saji17g
Serving size
10 SajianperKemasan
Servings percontainer
JUMLAHPERSAJIAN
Amount perserving
Energi Total
90kkal
Calories
%AKG*
4.5g
%DV
LemakTotal
7%
TotalFat
LemakJenuh
2.5g
12%
SaturatedFat
Protein
1g
2%
Protein
Prod.Code
Karbohidrat Total
Total Carbohydrate
11g
3%
Gula
5g
Sugar
Garam(Natrlum)
30mg
(unpogg
2%",5.0,90.0,2.5,1.0,30.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\20241103_171631_jpg.rf.4a49664d6de049df0f626d6319c4f358.jpg,20241103_171631_jpg.rf.4a49664d6de049df0f626d6319c4f358.jpg,"9
INFORMASI NILAI GIZI
NUTRITIONFACTS
Takaran saji 24g
Serving size
6Sajan perkemasan
Servingpercontainer
JUMLAHPERSAJIAN
Energi Total
Amountperserving
Calories
110kkal
%AKG*
%DV
TotalFat
LemakTotal
4g
6%
LemakJenuh
2g
10%
SaturatedFat
Protein
2g
3%
SintetikVanila
Protein
KarbohidratTotal
Total Carbohydrate
17g
5%
Gula
6g
Garam (Natrium)
Sugar
110mg
7%
Salf (Sodium)
PeAKGborabn5
Dy",6.0,110.0,4.0,2.0,110.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\230529230210-482_jpeg.rf.9a93eee2b921553cef5f97894116a5d2.jpg,230529230210-482_jpeg.rf.9a93eee2b921553cef5f97894116a5d2.jpg,"INFORMASI NILAI GIZI
(NUTRITIONFACTS)
Takaran Saji 1 Kotak (200 ml)
Serving Size I Pock (200 ml / 6.76 f.oz)
Jumlah Sajian per Kemasan : +/- 1,5
Serving per Contoiner : +/- 1.5
JUMLAH PER SAJIAN (AMOUNT PER SERVING)
Energi Total 70 kkal
Energi dani lemak 0 kkal
Totol Energy 70 kca!
Energy hom Fat 0 kca!
%AKG / %DV*
Lemak Total (Totai Fat)
09
0%
Protein
09
0%
Karbohidrat Total
179
5 %
(TotalCarbohydrate)
Gula(Sugors)
17 9
Natrium (Sodium)
10 mg
1%
PerenAKG berdasarkankebutuhanenerg!
2150 kal. Kebutuhan energi andamungkin
lebih tinggi otau lebihrendah.
. Percent Daiy Valves are based ona 2. 150
CaloniedietYourdaiyvaluesmay behgher
or fower depending on your calone needs.",17.0,70.0,0.0,9.0,10.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\91456335312dd1bd06e918e37e2324db_jpg.rf.31895bd81d5ca8c3aff6dbb4edc7422e.jpg,91456335312dd1bd06e918e37e2324db_jpg.rf.31895bd81d5ca8c3aff6dbb4edc7422e.jpg,"INGREDIENTS
（65%）.Palm Olein i Natura Flavour (contais Sat
Antioxidant As
orhieAcid.Mik,Soybean),Saft(0.82
nttins allergenrefer tohighlightedwords
INFORMASI NILAI GIZI
Takaran Saji 20g
3 SajianperKemasan
JUMLAHPERSAJIAN
EnergiTotal100kkal
Fnergidari Lemak 50 kkal
%AKG*
LemakTotal
5g
8%
Lemak Jenuh
2.5g
12%
Protein
19
2%
KarbohidratTotal
12g
4%
Gula
0g
Garam(Natrium)
60mg
4%
PersenAKGberdasarkankebutuhanenergi2150kkal.
Kebutuhanenergiandamungkinlebiinggataulebirendh",0.0,,5.0,19.0,60.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\9549020a-b46f-4059-96ad-5fabac8b84ae_jpg.rf.ab32b3bcab935d022a058c3fc572b089.jpg,9549020a-b46f-4059-96ad-5fabac8b84ae_jpg.rf.ab32b3bcab935d022a058c3fc572b089.jpg,"nutella
B-ready
INFORMASINILAIGIZI
TakaranSaji:22g(1buah)
6SajianperKemasan
JUMLAHPERSAJIAN
Energitotal:110kkalEnergidarilemak:50kkal
0%AKG*
LemakTotal
6g
8%
LemakJenuh
1.5g
80%
Protein
2g
3%
KarbohidratTotal
139
4%
SeratPangan
1g
3%
Gula
10g
Garam(Natrium)
50mg
3%
*PersenAkG berdasarkan
kebutuhan
energl2150kkal.Kebutuhanenerglanda
mungkinlebihtinggiataulebihrendah.
Konsumsi Gulalebihdari50gram,Natriumlebihdari
2000miligram,atauLemaktotal lebihdari 67gram
per orang per hari berisiko hipertensi,stroke,
diabetes dan serangan jantung
Dikemas terpisah",10.0,,6.0,2.0,50.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\9db1fe25552288e082572f3c40047c5a_jpg.rf.b5c6ea82da65ec3fac160e27fec84dd7.jpg,9db1fe25552288e082572f3c40047c5a_jpg.rf.b5c6ea82da65ec3fac160e27fec84dd7.jpg,"KACANG PANGGANG
Komposisi:
Kacang Tanah (45.6%o),Tepung Terigu,Pati Ja
Bumbu Rasa Bawanig
(mengandung
Gula.
Penguat
Rasa
Bawang
Putih
Bubuk
Mononazrium
Glutamat,
Dinatrium Ribonukleotida)
loksidanTBHQ
MinyakNabati,Garam,Pens
Ingredients:
Corn Starch
Peanuts
(45.696)
wWhear
Flour,
5%(Contain Gahic
Sugar,Garlic Fiavored Seaso
Flavor
Monosodium
Powder
Ribonue
Vegetable
Leavening Agent.
Antioxr
TBHQ.
Dit.Sait
Mengandung atergen,lihar daftar bahan ya
dicetak teba)
Mungkin mengandung kedeiai,telur dan sus
INFORMASINILAI GIZI
Takaran saji
：259
4SajianPerKemasan
130kkal
Energi dari Lemak
60kkal
Energi dari LemakJenuh
15kkal
%AKG*
LemakTotal
79
1.50
10%
LemakJonuh
8%
Protein
49
7%
KarbohidratTotal
139
10
4%
Serat Pangan
%
Gula Total
140mg
30
Garam (Natrium)
9%",140.0,,60.0,49.0,9.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\db35d7723f5b9ecf974fd21afb5cd6e3_jpg.rf.929ff316cbd808ab9dbacacd6f280b9f.jpg,db35d7723f5b9ecf974fd21afb5cd6e3_jpg.rf.929ff316cbd808ab9dbacacd6f280b9f.jpg,"Guanylate andDisodium inosinate,
AntioxidantAsorbicAciaocopherol andBHASoybean,Wheat
Beef Extract (0.01
Contain allergens,
hisntiehtedwards
INFORMASI NILAI GIZI
TakaranSaji 20g
3SajianperKemasan
JUMLAHPERSAJIAN
Energi Total
110kkal
Energi dari Lemak 60kkal
%AKG*
Lemak Total
6
g
9%
Lemak Jenuh
3
g
14%
Protein
2
6
3%
Karbohidrat Total
11
g
3%
Gula
0
g
Garam (Natrium)
115
bu
8%",0.0,110.0,6.0,2.0,115.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\id-11134207-7r98v-lss3af4a2eopbb_jpeg.rf.45a562b5da7a293ec14f03ea0218d493.jpg,id-11134207-7r98v-lss3af4a2eopbb_jpeg.rf.45a562b5da7a293ec14f03ea0218d493.jpg,"NUTRITIONFACTS
Iseningper container
Serving Size
5.92oz（175ml)
Anount PerSering
Calories
60
%Daily Value*
TotalFatOg
0%
Stongx
SaturatedFatOg
0%
Sodium0mg
plac.a
0%
TotalCarbohydrate 15g
andd
5%
Drnim
Total Sugars14g
BetBstn
Protein Og
oftea
testosda
Kodepma
20aisdadrge
Manha
INFORMASINILAIGIZI
Paldo
TakaranSaj175ml
1SajlanperKemasan
sandn-i
Jinchen
JUMLAHPERSAJIAN
Energitotal
60kal
chenp
%AKG
Lemaktotal
0g
0%
Bhd
58
LemakJenuh
60
0%
Pael
Protein
60
0%
Pege
Karbohidrattotal
Gula total
159
%5
Bandr
Garam(natrium)
139
10mg
1%
Abed laeh",14.0,60.0,0.0,60.0,0.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image101_jpeg.rf.560cf6dad7c95c7486974963806226db.jpg,image101_jpeg.rf.560cf6dad7c95c7486974963806226db.jpg,"MinumanSerbuk
diIndonesia'
SerealNo.
INFORMASINILAI GIZI/NUTRITIONFACTS
HPERSAJANAMOUNTPERSERVING
ogytromFat
150
kkalac
SAKGT
tedFat
cenergen_id
MAYORA
MAYORA",,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image102_jpeg.rf.0067894886a4c18924816d52bf4997f9.jpg,image102_jpeg.rf.0067894886a4c18924816d52bf4997f9.jpg,"Ma
Tea
®
Tarikk
Dgrealents:Sugar,Foaming Creamer.Skimmed
Milk Powder.Instant Tea(6%)
Contain Allergen.see the bold ingredient
Konposis:GulaKrie,Sus SkiBukTs(%)
MengadgAlersen,liatdaftar bahanyang dietak tetl
NUTRITIONFACTS/INFORMASINILAIGIZI
ingsize/Takar
hety
Total Calories/Energi Total
onesfromFat/Energi darLemak
120kka
3.00
5.%
Protein/Protein
Salt(Sodium)/Garam(Natrium)
130
G94
10mg
uhanenergi andamungkinfebihtinggiataulebih
erg/2150kkaf
DiBa
Prod
NCOFOODCORPORATIONLONDONENGLAND
ced under TheAuthorty andStrict Quasty Controi ot/
BPOMR
品",,,120.0,,130.0
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image104_jpeg.rf.2f71ec6b7e3d452d892ec0adfba62eee.jpg,image104_jpeg.rf.2f71ec6b7e3d452d892ec0adfba62eee.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image105_jpeg.rf.a7e4b3ec1a7e20ea53b1c2a29c4bbcde.jpg,image105_jpeg.rf.a7e4b3ec1a7e20ea53b1c2a29c4bbcde.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image109_jpeg.rf.f9e7d0c05b1bcb8daa3706bea880eb7a.jpg,image109_jpeg.rf.f9e7d0c05b1bcb8daa3706bea880eb7a.jpg,,,,,,
C:\Hanif Dinata\SEMESTER 6  1 Maret 2026 -\TUGAS AKHIR\ANDROID\kemasan-model\labelGizi-images\image10_jpeg.rf.546bf3c31a14b93b225158eafc5b9d35.jpg,image10_jpeg.rf.546bf3c31a14b93b225158eafc5b9d35.jpg,"INFORMASI
JUMLAHPERSAJIAN%AKG'
13
JUMLAHPERSAJIAN NAKG'
LemakTotal
20%
Karbohidrat Total
42g
1.%
Takaran saj67g
Kolesterol
Lemakjenuh
82
Gula
Serat pangan
1Sajan perKemasan
Protein
Garam(natrlum） 1200mg
80%
EnergiTotal310kkal
25%
Zink
10%
Vitamin
Zatbesi
Bubuk
(Natrium trl
Pengaturk
Gula
Penguat
dan Bubukkunyit.
BUMBU:Knmeriabe
rasa
UPE
Dinatrium""
nbonu
uwne
-alfa tokoterot
oaram",1.0,,82.0,1200.0,1200.0
